jJ,"If, however, the occupational stereotype is used to infer something about the persons working on the job, then these individuals should be judged as less likely to change into another job, the further away the comparison job moves from their original job.",1,0.45232337713241577,0.8515922711727272
1VE,"Speciﬁcally, we were interested in whether groupmembership plays a role in how people spontaneously reference others'mental states.",1,0.46633338928222656,0.6942953431454545
G1O,"The presence of an alternative option will produce a competing, covert influence on participants.",1,0.5005040168762207,0.7587326298636363
XGZ,we predicted that | motivation for collective action among disadvantaged-group members would be negatively affected by salient commoningroup but not by salient dual identity,0,0.382527619600296,0.4115722492454546
rvb,we expected that participants experiencing causal uncertainty would show higher rates of task resumption when the interrupted task was associated with more abstract (vs. concrete) thinking,0,0.45880764722824097,0.23514733321818185
rjb,"we expected that the traditional relationship between certainty and stability (i.e., greater certainty corresponding to greater stability) would be especially the case as ambivalence decreased",0,0.4251599609851837,0.3887652256818182
ZEa,We predicted that that exposure to facial anger (vs. joy) would reduce participants' self-esteem but only when faces displayed direct-gaze,0,0.44859635829925537,0.3849048935181818
pz8,we predicted that sex-differentiation accuracy would be stronger for East Asian than Caucasian participants,0,0.45022475719451904,0.5
ArY,"In the experimental condition, higher RMA leads to earlier fixation of the expected schematic stimulus (the bottle of wine and wine glasses).",0,0.40269339084625244,0.5
V85,"If faces are prioritized for memory based on independent inﬂuences of social cues, we would expect to find only main effects, the cross-race effect (CRE) and direct-gaze memory biases previously reported in the literature. However, if faces are prioritized for memory on the basis of integrated social relevance, as predicted here, such main effects should be qualified by an interaction",0,0.41663452982902527,0.2697852726454545
YbK,We expected that variation in implicit partner affect (IPA) would be positively linked with self-reported relationship satisfaction (RS),0,0.46773576736450195,0.3097514166727273
rpq,"For White faces, we were reasonably certain that participants would see anger appear sooner and linger longer and happiness appear later and disappear sooner on an old compared to a young face, in line with research showing biases against White older adults.",1,0.3851308524608612,0.6009678756272727
Ow0,We found an interaction between the valence frame (success vs. failure) and the response scale (lack of current money management stress vs. expected future financial security).,0,0.5126640200614929,0.4221259183818182
0b8,"As hypothesized, we observed that leftists in Europe were more likely than rightists to have bought a product or refrained from buying a product for political reasons, even after adjusting for the effects of income, education, sex, race, age, and political party identification",1,0.43632107973098755,0.6367869311909092
l4J,"The wage rate participants are willing to accept in Study 3 is affected by both the elicitation procedure (TEL - time elicitation, asking participants how long they would wait vs. MEL - money elicitation, how much money they would pay) and the time scarcity (control vs. low vs. high), such that lowering scarcity lowers TEL (not MEL). Specifically, the asymmetry appears in control and high time scarcity conditions, but diminishes when time scarcity is low.",0,0.4780917167663574,0.3612528637545454
5JE,Studies 2b finds that participants whose sense of self-concept clarity is compromised (by manipulating how clear or conflicted people feel about their identity) give products with bimodal distributions higher desirability ratings than products with unimodal distributions.,0,0.4387461841106415,0.22411387350909093
d8p,"In study 2, participants in the single-serve condition perceive the same quantity of product as more adequate than those in the multi-serve condition when processing capacity is limited",0,0.4196171164512634,0.4857409699636364
Q9m,Adults who report receiving conditional material rewards as third grade children are more likely than others to judge success by the kinds of things people own.,0,0.4878537654876709,0.5204074839
4mV,"When consumers experience positive (vs. negative or neutral) country-related affect (CRA), they are more likely to rely on country-related product (CRP) associations when evaluating a product.",0,0.4675421714782715,0.3276114624
BaDx,Participants’ decision to choose a riskier vs. safer lottery following social exclusion (vs. inclusion) is mediated by the perceived instrumentality of money to secure goals.,0,0.46066364645957947,0.2803480892090909
gw38,"When the diameter ratio between a target serving size of soup and the dinnerware is  smaller than 0.5 (but larger than 0, which is typical with larger dinnerware), consumers serve more than the target serving size, but when it is larger than 0.5 (but smaller than 1, which is typical with smaller dinnerware), consumers serve less than the target serving size; as the diameter ratio approaches zero or one the effect disappears because there is no longer contrast and assimilation, leading to a sinus shape over the entire range.",0,0.2563570737838745,0.3971086889090909
jN32,"That physical coldness increases consumers’ liking of romance movies, where physical coldness is operationalized by having participants drink an iced or a hot tea.",0,0.43947070837020874,0.18068097983636364
dDz8,Participants in a negative (vs. positive) affective state would rate the tactile appeal of the product (skin lotion) more favorably,0,0.44033002853393555,0.32888083171818183
NNGV,Low-CNFU consumers will introject their estimates of others’ preferences onto their own to a greater extent than high-CNFU consumers will.,0,0.4489979147911072,0.3315465764454545
egKl,Participants who were told that they had made low  progress in a music rating game returned less frequently to the rating website when they were told the progress was due to their own actions (vs. granted) by the music store.,0,0.43421471118927,0.522652290790909
1zb7,Those who initially estimated their ideal-world likelihood of donating blood gave responses to the focal question (how likely they to give blood) that were less optimistic than those who just answered the focal question,0,0.43473947048187256,0.3755441233818182
RGg7,That whether participants see video of the administration of the identification procedure in addition to witness testimony (operationalized by the construction of a videotaped trial with key manipulated sequences) has a main effect on those participants’ ratings of eyewitness believability.,1,0.508726954460144,0.7445726838363637
Ba9E,"Specifically, we predicted that participants who changed their decision after being prompted to re-examine the lineup, and then had that new selection reinforced with confirming feedback, would be more likely to select the pictures they shifted to when given a second chance to identify the culprit at a later time.",1,0.5172281265258789,0.827416319790909
a8AB,"""Knowing"" particpants who have been randomly assigned to the innocent condition are more likely to sign under the ""waiver condition"" than they are under the ""invoke codition"". ",0,0.4781514108181,0.41270432754545455
zKJ1,"german police negotiators (i.e., high uncer-tainty avoidant) will use legitimizing messages more often than Dutch police negotiators (i.e., low uncertainty avoidant)",0,0.4649665951728821,0.20781996790909094
25Yg,VIQ [verbal IQ] was significantly related to CMV-II scores [i.e. comprehension of Miranda rights]—youths with higher VIQ scores better understood Miranda vocabulary,1,0.5572599768638611,0.6720300966818179
K47e,Jurors exposed to negative pre-trial publicity (Neg-PTP) are more likely to vote guilty before deliberations than jurors exposed to un-related crime stories (NO-PTP),1,0.5175879597663879,0.8146950920545456
a84D,that the amount of value attached to social status is an important predictor of prisoners' involvement in gang activity among young offenders,1,0.5488261580467224,0.7591864576454544
gwpg,"in an experimental setting, confirming feedback is detrimental to participants’ memories of the culprit",0,0.5307205319404602,0.3661587736363636
YBWN,"whether the male probationer in the vignette had a mental disorder (major depression, bi-polar disorder, schizophrenia, none) affected officers’ endorsement of forced mental health treatment, as indicated by a the significant main effect.",1,0.5489811897277832,0.8354008153727274
zK4y,higher total scores on the Youth Level of Service/Case Management Inventory (YLS/CMI) will predict a faster time to recidivism than lower scores in a Japanese juvenile offender population (Hypothesis 2),1,0.5309858322143555,0.7321705285636363
WpON,"judges are influenced by confessions, even when improperly obtained, in their assessment of the strength of evidence against the defendant. This is especially true when the evidence against the defendant is otherwise weak",1,0.49274277687072754,0.7592062185909092
PK5J,the Domestic Violence Screening Instrument-Revised (DVSI-R) scores predict re-arrest for all offenses better than chance (i.e. the scores are “significantly” associated with recidivism),1,0.5191433429718018,0.8115919102181818
JYKk,"Individualism has a negative impact on support for outpatient commitment laws (OCLs) for both whites and nonwhites, but was larger in magnitude for the former",0,0.5121394991874695,0.3675539341545455
rO4R,"Participants in an (apparent) multiplayer contribution dilemma who are in the lowest rank but who are given a recall manipulation task to create a sense of high power, make greater contributions to a common pool when they are allowed to explain their contribution level ",0,0.3446683883666992,0.3282817243545455
0RPb,Intrinsic motivation in performing on-demand work is positively associated with organizational identification with the on-demand firm.,1,0.5240805745124817,0.6531243129818182
WpWX,"Avoid-performance goal orientation will interact with perceived hostility to predict job search self-efficacy, such that the negative relationship between incivility and job search self-efficacy is weaker for job seekers with higher levels of APGO.",0,0.41750696301460266,0.2169731952636364
zKGr,"With genetic influences partialed out, environmental influences from interpersonal conflict at work (H6) still affect job satisfaction at Time 1 (age 21).",1,0.4904870390892029,0.7626598926
RGqE,"Study 2 shows situational judgment predicts time-lagged, peer-rated task performance among undergraduate seniors over and above response judgment and other established predictors.",0,0.48563405871391296,0.4387662265272727
3OGW,"A within-person increase in work hours is associated with a within-person increase in the BMI growth trajectory. Specifically, the rate in which BMI increases over time will speed up when an individual increases his or her work hours.",0,0.4653486907482147,0.5084875534000001
DEmL,"Given that the Leaderless Group Discussion (LGD) is a particularly close simulation of a status-striving situation, we expect the LGD to be especially strongly related to personality traits indicative of getting ahead; thus Extraversion is predicted to be more strongly related to performance in the LGD relative to the CA (Case Analysis) task.",1,0.46366581320762634,0.7853756876181817
PK3K,"By not engaging in abusive behaviors, highly conscientious supervisors disrupted the flow of hostility to employees (as indexed by employees going on to engage in organizational deviance), buffering them from the proximal stress of abusive supervision and much of the distal stress of hostile climate perceptions. That is, the relationship between perceived hostile climates and abusive supervision is weaker for highly conscientious supervisors, weakening the indirect effects on employees.",0,0.47945183515548706,0.3477403031272728
8EeW,Shared temporal cognition moderates the relationship between polychronicity diversity and team performance such that poly-chronicity diversity will be more positively related to team performance when STC is higher and/or more negatively related to team performance when STC is lower.,0,0.46087875962257385,0.2434103498090909
pYQ3,"The dimensions of HPWS (high-performance work systems), such as extensive training, performance-based compensation, and decentralized decision making, provide an opportunity to experience a sense of choice in initiating and regulating one’s own actions. Thus, Hypothesis 1 states that Branch-level HPWS positively relates to empowerment climate.",0,0.4672704339027405,0.3833612592363636
egX9,The impact of task accomplishment satisfaction on changes in daily affect is larger for direct care nursing tasks than for indirect care nursing tasks,0,0.46591663360595703,0.3865092292454546
PKAw,Seeking help from teammates during creative problem solving positively relates to individual level creativity.,1,0.46816661953926086,0.5344561226272727
AWmN,Goal clarity positively relates to team performance through the partial mediating effect of team potency,0,0.48080652952194214,0.3147367025818182
pYPj,Individual-focused transformational leadership (TFL) behavior will be positively related to followers’ task performance,0,0.4591422379016876,0.3222489106454545
Ba3Q,"Employees’ affective bonding with their employers is impacted by their previous experiences with psychological contract breaches. Thus, we expect that the greater the increase in perceptions of psychological contract breaches, the greater the decline in AC (affective commitment) will be over time.",1,0.5041459798812866,0.5666138044181818
XvLK,"Contingent self-esteem moderates the effect of self-esteem on deviance, such that the relation between self-esteem level and deviance is stronger when workplace-contingent self-esteem is low.",0,0.48861438035964966,0.3416184641181818
GeVd,"Brand age strengthens the brand leverage effect; that is, the positive effect of SBBE on attendance is enhanced as brands grow older",0,0.4737565815448761,0.4797343824999999
OkRb,"H1: Self–brand connection and exposure to NOWOM related to that brand will have an interactive effect on consumers’ behavioral intentions, such that high (low)-SBC consumers will become more (less) inclined to purchase the brand following exposure.",0,0.4985507130622864,0.421133007609091
Geep,H2: Announcements of green marketing partnerships will have a greater positive impact on firm market value than announcements of green technology partnerships.,0,0.5182923674583435,0.4401514661909091
9YYy,"H1: (a) CCICog has a positive effect on a customer’s resistance to an organization’s repositioning, even when it is a positive change overall",0,0.4934645891189575,0.4222524491727273
9YDa,Managers facing performance decline will take more risks in their marketing decisions than will managers facing performance growth.,1,0.5051912665367126,0.7777843499909091
w5QP,The effect of attitudinal loyalty on word of mouth (WOM) is greater than the effect of behavioral loyalty.,1,0.515389084815979,0.7119784176636363
dXvX,"Although some studies identify a positive influence of switching costs on switching (e.g., Fullerton 2005) or find no effect (e.g., Bansal et al. 2005), most researchers are in agreement that switching costs reduce switching",0,0.5435572266578674,0.4564086422363636
yDyG,"Clarity of positioning and attitude toward the sponsorship mediate the interactive effect of fit and similarity on intention to support the nonprofit, such that the adverse impact of similarity is stronger for low-fit sponsorships than for high-fit sponsorships.",0,0.502773106098175,0.3566587345090909
VvGD,The joint announcement effects of corporate name changes and business restructuring are likely to be greater than the sum of the individual announcement effects,0,0.5424533486366272,0.3149853457363636
WE7Z,Announcements of brand sponsorships have negative impacts on stock market returns for the firms announcing sponsorships.,0,0.5363971590995789,0.4247426368818182
