jJ,"Results indicated that the difficulty of changing occupations was perceived as greater, the further away (ignoring direction up or down) the two respective occupations were in the three-dimensional space, r = 0.26, p < 0.001",1,0.45232337713241577,0.8515922711727272
1VE,"Out-group members were described less frequently in terms of their basicmental states (estimated marginal mean = 9.70%) than were in-groupmembers (estimated marginal mean = 27.60%), F (1, 68) = 14.948,p = .000,",1,0.46633338928222656,0.6942953431454545
G1O,"Republicans took longer than Democratsto initially disavow Obama political conspiracies, B = 183.81, SE = 40.84,t(4.50), p < .001",1,0.5005040168762207,0.7587326298636363
XGZ,"In line with our predic-tions, intentions for collective action in the common ingroup identitycondition (M = 3.94, SD = 1.60) were signiﬁcantly lower than in theseparate group identity condition (M = 4.81, SD = 1.63), t(114) =2.37, p = .020, and Cohen's d = .55.",0,0.382527619600296,0.4115722492454546
rvb,"Among participants in the high causal uncertainty condition, a significantly greater proportion of participants chose to resume if they were interrupted from a more abstract (vs. more concrete) thinking task (M = 78.95% vs. M = 47.83%; B = − 1.41, SE = .70, Wald = 4.04, p = .04, OR = 4.09)",0,0.45880764722824097,0.23514733321818185
rjb,"Most importantly, there | was a significant certainty × objective ambivalence interaction, B = .04,t(169) = 2.28, p = .02, 95% CI: [.01, .07].",0,0.4251599609851837,0.3887652256818182
ZEa,"participants exhibited lower state self-esteem after exposure to direct-gaze anger than after exposure todirect-gaze joy t(51) = 2.66, p = .01, rpb = .35,",0,0.44859635829925537,0.3849048935181818
pz8,"As predicted, Korean participants' ac-curacy (63.2%) was higher than that of the Caucasian participants(58.1%), t(58) = 1.95, p = .056, d = .51.",0,0.45022475719451904,0.5
ArY,"participants fixated the expected schematic cue earlier with increasing rape myth acceptance (RMA), leading to a negative correlation between RMA and total time (in ms) before the first fixation of the bottle of wine, r(24) = −.36, p < .05, one-tailed.",0,0.40269339084625244,0.5
V85,"Critically, these effects were qualified by the interaction of interest, F(1, 57) = 4.79, p = .033, partial eta squared = .08",0,0.41663452982902527,0.2697852726454545
YbK,"Our analysis revealed that implicit partner affect (IPA) was positively predictive of relationship satisfaction (RS), controlling for implicit self-esteem (ISE), relationship length, age, and sex, b = .23,t(100) = 2.08, p = .04",0,0.46773576736450195,0.3097514166727273
rpq,"When observing White targets, participants judged anger as lasting longer on an old (M = 10.41 s, SD = 4.68s) compared to a young face (M = 8.86 s, SD = 4.35s), t(47) = 4.18, p = .001, d = -0.34.",1,0.3851308524608612,0.6009678756272727
Ow0,"In Experiment 3a, the difference in current money management stress between the positive and negative frame conditions is measured at F(1,104) = 7.66; p=0.007; omega squared = 0.059. (In contrast, the difference in perception of future financial security between these two conditions was not significant.)",0,0.5126640200614929,0.4221259183818182
0b8,"A logistic regression estimating the effect of political ideology (measured continuously) on buying/boycotting behavior, adjusting for age, religion, gender, income, and education, with fixed effects for country yielded a significant effect of respondant politics,  regression coefficient = 0.124 (0.003), p < 0.01",1,0.43632107973098755,0.6367869311909092
l4J,"There was a significant two-way interaction in Study 3 between procedure (TEL vs MEL) and time scarcity (control, low, high), (F(2, 218) = 3.32, p < .05)",0,0.4780917167663574,0.3612528637545454
5JE,"we found a significant effect of the clarity  x rating distribution interaction on desirability (M_Bimodal/Clear = 3.8 vs. M_Bimodal/Conflicted = 4.2 vs. M_Unimodal/Clear = 4.2 vs. M_Unimodal/Conflicted = 3.7; b = –.17, SE = .08, t(123) -= –2.15, p = .03",0,0.4387461841106415,0.22411387350909093
d8p,"A contrast analysis between single- and multi-serving food at the low processing capacity level in Study 2 yielded that perceptions of having an adequate quantity of Sport Beans were higher for those in the single-serve condition (M = 5.36) than in the multi-serve condition (M = 4.11; F(1, 108) = 10.61, p < .005).",0,0.4196171164512634,0.4857409699636364
Q9m,"In study 2, the partial correlation (controlling for parents’ materialism) between conditional material rewards at third grade and the success materialism facet yielded partial r = 0.21, where p < 0.001",0,0.4878537654876709,0.5204074839
4mV,"In Experiment 1, a 3 (Country-related affect) x 2 (product origin: Japan vs. China) x 2 (strong vs. weak product description) between-subjects ANOVA on participants’ evaluations yielded a significant interaction between CRA and product origin, F(2, 212) = 2.78, p = 0.05",0,0.4675421714782715,0.3276114624
BaDx,"In study 3, a regression analysis with lottery choice as the dependent variable and instrumentality index and inclusion/exclusion condition as predictors yielded a significant effect of instrumentality index, Beta = 0.39, t(33) = 2.36, p < 0.03.",0,0.46066364645957947,0.2803480892090909
gw38,"An F test of the difference in model fit to Study 1 data with volume of soup served as the dependent variable and diameter ratio as the predictor found that a three-degree polynomial model outperformed the linear model, delta F(2,3) = 40.2, p < 0.01.",0,0.2563570737838745,0.3971086889090909
jN32,"The results of Study 1a showed that, consistent with our hypothesis, participants in the cold drink condition indicated a higher liking of romance movies (M = 4.57) than those in the warm drink condition (M = 3.80; F(1, 51) = 6.14, p < 0.05).",0,0.43947070837020874,0.18068097983636364
dDz8,"Participants in a negative affective state rated the tactile appeal of the lotion more favorably (M = 7.00) than participants in the positive affective state (M = 5.76; F(1, 134) = 7.98, p < 0.01).",0,0.44033002853393555,0.32888083171818183
NNGV,"A regression over participants in the introjection (other-rating first) condition, of respondent’s attitudes (how much they like the product) on CNFU (consumer need for uniqueness) level, adoption level (that participant’s prediction of what percentage of other consumers would use the product), and their interaction.  This yielded a significant CNFU level by adoption level prediction interaction (Beta = -0.013, t(131) = -2.26, p < 0.05)",0,0.4489979147911072,0.3315465764454545
egKl,"In Experiment 2, a Poisson regression of Low progress participants’ log-transformed frequency of visits yielded a main effect of earned (M=0.33) vs. endowed (M=1.35 times) progress, Beta = -0.71, Chi squared (1, N=86) = 22.78, p < 0.01.",0,0.43421471118927,0.522652290790909
1zb7,"In the blood-donation replicate experiment, a two-sample t test with condition (ideal-first vs standard-only question) as the independent variable and likelihood of donating blood on the final question as the dependent variable found that estimates in the ideal-first condition (M = 40%) were reliably lower than in the standard condition ( M = 71%; t(25) = 2.20, p < 0.04).",0,0.43473947048187256,0.3755441233818182
RGg7,"A main effect of video presence on ratings of eyewitness believability, yielding F(1, 223) =  35.25, p < .001, d  = 0.79, 95% CI [0.62, 0.96]. Participants who did not see the videotaped administration believed the eyewitness to be more credible (M = 5.02, SD = 1.34) than did participants who did seethe administration (M = 3.98, SD = 1.31)",1,0.508726954460144,0.7445726838363637
Ba9E,The test statistic is a Chi-square test for two-way contingency tables.  Chi-square = 89.93 with df = 349 p < .001. 78% of subjects who received reinforcement for their altered choice stuck with that choice – only 28.7% stuck with their altered choice when they did NOT receive reinforcement.,1,0.5172281265258789,0.827416319790909
a8AB,"However, results identified different and distinct patterns amongthe signature decisions of knowing participants. Innocents whowere characterized as knowing were more likely to sign the waiveform (psigning  .90) than the invoke form (psigning  .50),b  2.18, SE  0.96, p  .022, 95% CI [4.06, 0.30],z  2.28.",0,0.4781514108181,0.41270432754545455
zKJ1,"a significant main effect of German versus Dutch negotiator (high vs. low uncertainty avoidance) F(1, 27)= 3.50, p = .072, d= .51, 95% CI [–.05,1.08]",0,0.4649665951728821,0.20781996790909094
25Yg,"a statistically significant VIQ regression coefficient: b = .28. SE= .03, predictor F^2 = .73, p < .01",1,0.5572599768638611,0.6720300966818179
K47e,"a significant main effect of the PTP conditions (Neg-PTP vs No-PTP) – Chi-square = 13.64, df=1, n=320, p < .001, V= .21, 95% CI [0.09, 0.32]",1,0.5175879597663879,0.8146950920545456
a84D,the mean on the social status measure being higher for those involved in gang activity versus those that were not (43.16 vs. 34.98) – p < .001,1,0.5488261580467224,0.7591864576454544
gwpg,"a statistically significant main effect for feedback, Wald = 4.32, p = .04, exp(B) = 2.09, 95% CI [exp(B)] [1.04, 4.17], Cohen’s h= .34",0,0.5307205319404602,0.3661587736363636
YBWN,"a significant main effect for the 4-category mental health variable – F = 26.62 (3,233), p < .001, eta-squared = .27",1,0.5489811897277832,0.8354008153727274
zK4y,"a statistically significant [exponentiated] coefficient for YLS/CMI (Wald Chi-square = 55.7 (df=1), p <.001, Exp(B) = 1.17).",1,0.5309858322143555,0.7321705285636363
WpON,"a significant evidence by confession interaction, F(1, 120) = 11.11, p < .001, eta-squared = 0.156, reveling a substantial effect of the confession in the weak evidence condition across both types of confessions",1,0.49274277687072754,0.7592062185909092
PK5J,an area under curve (AUC) estimate = .657 and 95% CI [.640–.676] that did not include .5,1,0.5191433429718018,0.8115919102181818
JYKk,"A statistically significant coefficient for the interaction term between ""individualism versus egalitarianism” and race/ethnicity (unstandardized beta = -.43, SE = .18, p < .05)",0,0.5121394991874695,0.3675539341545455
rO4R,"A Procedural Justice (y/n) x Hierarchical Position (high/low) x Sense of Power (high,  low) ANOVA on the dependent variable formed by taking the difference of contributions in round 1 vs. round 2 yielded a significant three-way interaction, F(1, 255) = 5.68, p = 0.02, partial eta squared = 0.02.",0,0.3446683883666992,0.3282817243545455
