jJ,Further studies showthat these dimensions reﬂect presumed characteristics of job holders and not just describe their occupational role,1,0.45232337713241577,0.8515922711727272
1VE,"Results showed that, when interacting with presumed out-group members,participants referenced their partners' mental states signiﬁcantly less often than when interacting with presumedin-group members.",1,0.46633338928222656,0.6942953431454545
G1O,"""...we examined the underlying temptation to respond opposite of what is overtly reported.  Our results revealed such tendencies in participants' arm movements as they provided ""true"" or ""false"" answers to political conspiracy statements relative to baseline statements.  These effects were strongly modulated by whether participants identified with the Republican or Democratic parties.",1,0.5005040168762207,0.7587326298636363
XGZ,"compared to salient separate ethnic/racial identities, increasing the salience of a common US identityamong Blacks and Latinos results in lower collective action intentions.",0,0.382527619600296,0.4115722492454546
rvb,"after leading participants to feel more uncertain about a negative event, they were morelikely to resume an experience that afforded an opportunity to think more abstractly",0,0.45880764722824097,0.23514733321818185
rjb,"Across these longitudinal studiesexamining different attitude objects, greater certainty was associated with greater stability across different time points as ambivalence decreased, and greater ambivalence was associated with greater instability as attitude certainty increased.",0,0.4251599609851837,0.3887652256818182
ZEa,"Self-esteem was reduced among participants who viewed angry faces compared to participants who viewed happy faces. Crucially, this pattern only occurred in response to faces exhibiting direct-gaze.",0,0.44859635829925537,0.3849048935181818
pz8,"As predicted, Koreans performed better than Caucasians in sex-differentiating macaque faces",0,0.45022475719451904,0.5
ArY,"Results ... showed that participants higher in rape myth acceptance (RMA) fixated the expected cue earlier ... , which may indicate hypervigilance",0,0.40269339084625244,0.5
V85,We found that only in faces making direct eye contact—not those displaying averted eye gaze—was the cross-race memory effect evident.,0,0.41663452982902527,0.2697852726454545
YbK,"Participants with more positive implicit partner affect were more satisfied with, but not more committed to, their relationship.",0,0.46773576736450195,0.3097514166727273
rpq,"Significant age by race interactions were observed: while participants perceived anger as lasting longer and appearing sooner on old compared to young White faces, this relationship was reversed for Black faces, with participants perceiving anger lasting longer and appearing sooner on young compared to old Black faces.",1,0.3851308524608612,0.6009678756272727
Ow0,"Using …two experiments, we conceptualize perceived financial well-being as two related but separate constructs: 1) stress related to the management of money today (current money management stress), and 2) a sense of security in one’s financial future (expected future financial security).",0,0.5126640200614929,0.4221259183818182
0b8,"We… discovered that, even after we adjusted for demographic factors...leftists in all 15 European countries were more likely than... rightists to report having…refrained from buying a product—for political reasons",1,0.43632107973098755,0.6367869311909092
l4J,"While these procedures are normatively equivalent, we propose that TEL (vs. MEL) wage rates are higher because time scarcity receives a higher weight in TEL judgments.",0,0.4780917167663574,0.3612528637545454
5JE,People find products with bimodal rating distributions to be more desirable when they experience temporary...low self-concept clarity.,0,0.4387461841106415,0.22411387350909093
d8p,"when processing capacity is low, consuming a particular serving/dosage of a product from a smaller resource inventory (i.e., the entirety of a single-serve package)may subjectively feel more adequate than consuming the same amount from a larger resource inventory (i.e., a multi-serve package, namely one in which additional servings/doses remain after consumption)",0,0.4196171164512634,0.4857409699636364
Q9m,"This research proposes and tests a material parenting pathway, in which…parents provid[ing] children with material rewards…in the long run foster[s] materialism in adulthood.",0,0.4878537654876709,0.5204074839
4mV,Positive country related affect…directs consumer attention to country related product associations,0,0.4675421714782715,0.3276114624
BaDx,"Rather, inter-personal rejection exacerbates financial risk-taking by heightening the instrumentality of money (as a substitute for popularity) to obtain benefits in life.",0,0.46066364645957947,0.2803480892090909
gw38,A countercyclical sinus-shaped relationship is shown to exist between these serving biases and the relative gap between the edge of the food and the edge of the dinnerware.,0,0.2563570737838745,0.3971086889090909
jN32,"Specifically, studies 1A and 1B show that physical coldness increases the liking of and willingness to pay for romance movies.",0,0.43947070837020874,0.18068097983636364
dDz8,Consumers in a negative affective state experience enhanced sensitivity to the tactile benefits of products,0,0.44033002853393555,0.32888083171818183
NNGV,"high-CNFU (consumer need for uniqueness) consumers are less likely than low-CNFU ones to introject (i.e., rely on estimates of others’ preferences to gauge their own)",0,0.4489979147911072,0.3315465764454545
egKl,[A]ttributing low progress to self (vs. to the situation)… leads to…decreased motivation.,0,0.43421471118927,0.522652290790909
